Id_number,Task_name,RT,acc
subject076,2B-Scene,1.094731669,0.888888889
subject076,EasyMath,1.92512304,0.967741935
subject076,FingerTap,0.491471325,1.0
subject076,GoNoGo,0.988934257,0.7773698265
subject076,HardMath,2.19452763,0.92
subject077,0B,1.089469977,1.0
subject077,1B,1.13624911,1.0
subject077,2B-Face,1.036040938,0.804347826
subject077,2B-Scene,0.76146168,0.869565217
subject077,EasyMath,1.993640283,1.0
subject077,FingerTap,0.388255785,1.0
subject077,GoNoGo,1.025828723,0.8904761905
subject077,HardMath,2.247887738,0.93220339
subject078,0B,0.55536813,1.0
subject078,1B,0.799061314,0.636363636
subject078,2B-Face,0.7907887,0.740740741
subject078,2B-Scene,0.611727969,0.859649123
subject078,EasyMath,1.796619429,0.928571429
subject078,FingerTap,0.415077132,1.0
subject078,GoNoGo,1.038743975,0.46293706300000004
subject078,HardMath,1.87740192,0.923076923
subject079,0B,1.82643695,0.2
subject079,1B,2.0988007,0.272727273
subject079,2B-Face,0.956244631,0.695652174
subject079,2B-Scene,0.816088757,0.74
subject079,EasyMath,2.123545343,0.886792453
subject079,FingerTap,0.859693905,0.984615385
subject079,GoNoGo,0.968547683,0.5
subject079,HardMath,2.788005263,0.6
subject008,0B,1.314906518,1.0
subject008,1B,0.856552655,0.916666667
subject008,2B-Face,0.972657832,0.770833333
subject008,2B-Scene,0.917457202,0.79245283
subject008,EasyMath,1.935618195,0.983050847
subject008,FingerTap,0.342770153,1.0
subject008,GoNoGo,1.000175112,0.8145833335
subject008,HardMath,2.755209902,0.891304348
subject080,0B,0.57981904,1.0
subject080,1B,0.874812809,1.0
subject080,2B-Face,1.032404952,0.857142857
subject080,2B-Scene,0.977668804,0.854545455
subject080,EasyMath,1.821373782,0.984126984
subject080,FingerTap,0.325148948,1.0
subject080,GoNoGo,1.03826399,0.9119617225000001
subject080,HardMath,1.920986032,0.981481481
subject081,0B,1.005097286,1.0
subject081,1B,1.046756208,0.923076923
subject081,2B-Face,1.079461452,0.673913043
subject081,2B-Scene,1.054136221,0.666666667
subject081,EasyMath,1.913737976,1.0
subject081,FingerTap,0.377223167,1.0
subject081,GoNoGo,0.998507421,0.8144195734999999
subject081,HardMath,2.163886868,0.62
subject082,0B,1.613906778,0.9
subject082,1B,1.288531364,1.0
subject082,2B-Face,1.07625587,0.833333333
subject082,2B-Scene,1.360434566,0.744186047
subject082,EasyMath,1.889778602,0.981481481
subject082,FingerTap,0.392343953,1.0
subject082,GoNoGo,0.974377887,0.9351679104999999
subject082,HardMath,2.040483521,1.0
subject083,0B,0.88079601,1.0
subject083,1B,1.29686985,0.727272727
subject083,2B-Face,0.905271552,0.534883721
subject083,2B-Scene,0.606417554,0.821428571
subject083,EasyMath,1.918115318,0.949152542
subject083,FingerTap,0.3487036,1.0
subject083,GoNoGo,1.021352881,0.589194699
subject083,HardMath,2.332301431,0.948275862
subject084,0B,0.7078083,1.0
subject084,1B,0.872465914,1.0
subject084,2B-Face,0.940873378,0.816326531
subject084,2B-Scene,0.928337457,0.903846154
subject084,EasyMath,1.908770224,0.966666667
subject084,FingerTap,0.317992412,1.0
subject084,GoNoGo,1.03864949,0.9427083334999999
subject084,HardMath,2.352732032,0.886792453
subject085,0B,1.57772605,0.727272727
subject085,1B,1.551606075,0.8
subject085,2B-Face,1.078241497,0.711111111
subject085,2B-Scene,1.266736639,0.720930233
subject085,EasyMath,2.002769281,0.929824561
subject085,FingerTap,0.42772446,1.0
subject085,GoNoGo,1.026522373,0.8110169490000001
subject085,HardMath,2.592785085,0.85106383
subject086,0B,0.79891274,1.0
subject086,1B,1.219320688,0.888888889
subject086,2B-Face,1.016409802,0.851851852
subject086,2B-Scene,0.986090893,0.6
subject086,EasyMath,2.024913068,0.951612903
subject086,FingerTap,0.449949175,1.0
subject086,GoNoGo,1.053403193,0.9006050130000001
subject086,HardMath,2.18428512,0.875
subject087,0B,1.792297514,0.777777778
subject087,1B,1.336489317,1.0
subject087,2B-Face,0.849832824,0.844827586
subject087,2B-Scene,0.791079095,0.893617021
subject087,EasyMath,2.091526164,0.88
subject087,FingerTap,0.572987617,1.0
subject087,GoNoGo,1.038484132,0.6488242575000001
subject087,HardMath,2.09422256,0.941176471
subject088,0B,1.402586338,0.8
subject088,1B,1.75430385,0.833333333
subject088,2B-Face,0.944862034,0.64
subject088,2B-Scene,0.890006955,0.844444444
subject088,EasyMath,2.081156833,0.955555556
subject088,FingerTap,0.42556008,1.0
subject088,GoNoGo,1.054005906,0.8930921055000001
subject088,HardMath,4.565048833,0.535714286
subject089,0B,1.73605295,0.727272727
subject089,1B,1.191607733,0.9
subject089,2B-Face,0.969522047,0.882352941
subject089,2B-Scene,1.182724076,0.844444444
subject089,EasyMath,1.986965662,1.0
subject089,FingerTap,0.413182449,1.0
subject089,GoNoGo,1.038256251,0.8774774775
subject089,HardMath,2.074044012,1.0
subject009,0B,0.725246957,0.7
subject009,1B,0.913482675,0.923076923
subject009,2B-Face,0.705315838,0.762711864
subject009,2B-Scene,0.907252117,0.765957447
subject009,EasyMath,1.846764162,0.935483871
subject009,FingerTap,0.37346,1.0
subject009,GoNoGo,0.952674137,0.5273049645
subject009,HardMath,1.95847845,0.945454545
subject090,0B,0.736312667,1.0
subject090,1B,0.98138923,1.0
subject090,2B-Face,1.124669463,0.813953488
subject090,2B-Scene,1.0558015,0.875
subject090,EasyMath,1.959071968,1.0
subject090,FingerTap,0.422395588,1.0
subject090,GoNoGo,1.030351573,0.7777199375
subject090,HardMath,2.04947477,0.886792453
subject091,0B,1.549271958,1.0
subject091,1B,1.362827371,1.0
subject091,2B-Face,1.165809767,0.166666667
subject091,2B-Scene,0.86645147,0.6
subject091,EasyMath,1.97127221,1.0
subject091,FingerTap,0.369146876,1.0
subject091,GoNoGo,0.977130631,0.405018888
subject091,HardMath,2.290701925,1.0
subject092,0B,0.65546054,1.0
subject092,1B,0.83471929,0.909090909
subject092,2B-Face,0.872729883,0.75
subject092,2B-Scene,0.821194119,0.903846154
subject092,EasyMath,1.889623249,0.982758621
subject092,FingerTap,0.341695006,1.0
subject092,GoNoGo,1.003450054,0.83960177
subject092,HardMath,1.958212214,0.93442623
subject093,0B,0.73241265,1.0
subject093,1B,1.275931355,0.916666667
subject093,2B-Face,0.836229313,0.824561404
subject093,2B-Scene,0.629718867,0.894736842
subject093,EasyMath,1.888664647,0.983606557
subject093,FingerTap,0.361511004,1.0
subject093,GoNoGo,0.978503198,0.731840194
subject093,HardMath,1.92274291,0.950819672
subject094,0B,0.75545884,1.0
subject094,1B,0.6838939,1.0
subject094,2B-Face,0.54375328,0.108695652
subject094,2B-Scene,0.642346043,0.179487179
subject094,EasyMath,1.914589143,1.0
subject094,FingerTap,0.414599208,1.0
subject094,GoNoGo,1.047531441,0.8175388965
subject094,HardMath,2.233333273,0.862745098
subject095,0B,1.118458025,0.727272727
subject095,1B,1.323533375,0.888888889
subject095,2B-Face,0.91623249,0.688888889
subject095,2B-Scene,0.828302835,0.86
subject095,EasyMath,1.863619332,0.895522388
subject095,FingerTap,0.410588358,1.0
subject095,GoNoGo,1.007194786,0.702380952
subject095,HardMath,2.455634563,0.813953488
subject096,0B,0.598369688,0.888888889
subject096,1B,0.898057233,0.333333333
subject096,2B-Face,0.882612075,0.8
subject096,2B-Scene,0.729123805,0.951612903
subject096,EasyMath,1.8771519,1.0
subject096,FingerTap,0.383594017,1.0
subject096,GoNoGo,1.021068927,0.7251106195
subject096,HardMath,2.020666938,0.983050847
subject097,0B,0.67573528,1.0
subject097,1B,0.950659517,1.0
subject097,2B-Face,0.77481297,0.826923077
subject097,2B-Scene,0.795820489,0.857142857
subject097,EasyMath,1.919309977,0.981132075
subject097,FingerTap,0.353146682,1.0
subject097,GoNoGo,1.044998088,0.920289855
subject097,HardMath,2.132952084,0.907407407
subject098,0B,0.77215116,1.0
subject098,1B,0.97184429,0.909090909
subject098,2B-Face,0.903734184,0.9
subject098,2B-Scene,0.807409562,0.943396226
subject098,EasyMath,1.926099022,0.964285714
subject098,FingerTap,0.415092454,1.0
subject098,GoNoGo,1.062450397,0.8896825395000001
subject098,HardMath,2.535445274,0.853658537
subject099,0B,0.61395432,0.909090909
subject099,1B,0.940313378,0.818181818
subject099,2B-Face,0.892550933,0.818181818
subject099,2B-Scene,0.738800312,0.881355932
subject099,EasyMath,1.898480825,0.982142857
subject099,FingerTap,0.394234654,1.0
subject099,GoNoGo,1.039296526,0.706302521
subject099,HardMath,2.240618461,0.93877551
